url,nat,cap,survived
/titanic-victim/frank-manley-warren.html,American,Washington,died
/titanic-survivor/anna-sophia-warren.html,American,Washington,survived
/titanic-survivor/ella-white.html,American,Washington,survived
/titanic-victim/percival-wayland-white.html,American,Washington,died
/titanic-victim/richard-frasar-white.html,American,Washington,died
/titanic-survivor/mary-wick.html,American,Washington,survived
/titanic-survivor/mary-natalie-wick.html,American,Washington,survived
/titanic-victim/george-dennick-wick.html,American,Washington,died
/titanic-victim/george-dunton-widener.html,American,Washington,died
/titanic-survivor/eleanor-widener.html,American,Washington,survived
/titanic-victim/harry-elkins-widener.html,American,Washington,died
/titanic-survivor/constance-willard.html,American,Washington,survived
/titanic-survivor/richard-norris-williams.html,American,Washington,survived
/titanic-victim/fletcher-lambert-williams.html,American,Washington,died
/titanic-victim/charles-duane-williams.html,American,Washington,died
/titanic-survivor/marie-grice-young.html,American,Washington,survived
/titanic-survivor/helen-ragnhild-ostby.html,American,Washington,survived
/titanic-survivor/richard-becker.html,American,Washington,survived
/titanic-survivor/nellie-becker.html,American,Washington,survived
/titanic-survivor/ruth-elizabeth-becker.html,American,Washington,survived
/titanic-survivor/marion-louise-becker.html,American,Washington,survived
/titanic-survivor/lillian-bentham.html,American,Washington,survived
/titanic-victim/william-hull-botsford.html,American,Washington,died
/titanic-victim/james-bracken.html,American,Washington,died
/titanic-survivor/albert-caldwell.html,American,Washington,survived
/titanic-survivor/sylvia-caldwell.html,American,Washington,survived
/titanic-victim/irene-corbett.html,American,Washington,died
/titanic-victim/mary-phyllis-elizabeth-corey.html,American,Washington,died
/titanic-survivor/marshall-brines-drew.html,American,Washington,survived
/titanic-survivor/lulu-thorne-drew.html,American,Washington,survived
/titanic-victim/george-floyd-eitemiller.html,American,Washington,died
/titanic-victim/stanley-hubert-fox.html,American,Washington,died
/titanic-victim/annie-clemmer-funk.html,American,Washington,died
/titanic-survivor/viljo-hamalainen.html,American,Washington,survived
/titanic-victim/william-harbeck.html,American,Washington,died
/titanic-victim/claire-karnes.html,American,Washington,died
/titanic-victim/anna-amelia-lahtinen.html,American,Washington,died
/titanic-victim/ernest-moraweck.html,American,Washington,died
/titanic-survivor/lutie-davis-parrish.html,American,Washington,survived
/titanic-survivor/emilio-portaluppi.html,American,Washington,survived
/titanic-victim/franz-pulbaum.html,American,Washington,died
/titanic-survivor/imanita-parrish-shelley.html,American,Washington,survived
/titanic-victim/samuel-ward-stanton.html,American,Washington,died
/titanic-victim/anthony-abbing.html,American,Washington,died
/titanic-victim/eugene-joseph-abbott.html,American,Washington,died
/titanic-victim/rossmore-edward-abbott.html,American,Washington,died
/titanic-survivor/lillian-gertrud-asplund.html,American,Washington,survived
/titanic-victim/thomas-henry-conlin.html,American,Washington,died
/titanic-victim/ernest-james-crease.html,American,Washington,died
/titanic-survivor/laura-may-cribb.html,American,Washington,survived
/titanic-victim/ernst-gilbert-danbom.html,American,Washington,died
/titanic-survivor/elizabeth-dowdell.html,American,Washington,survived
/titanic-victim/adolf-fredrik-dyker.html,American,Washington,died
/titanic-survivor/anna-elisabeth-judith-dyker.html,American,Washington,survived
/titanic-survivor/virginia-ethel-emanuel.html,American,Washington,survived
/titanic-victim/nathan-goldsmith.html,American,Washington,died
/titanic-survivor/jennie-louise-hansen.html,American,Washington,survived
/titanic-victim/claus-peter-hansen.html,American,Washington,died
/titanic-victim/william-cahoone-johnson.html,American,Washington,died
/titanic-victim/alfred-johnson.html,American,Washington,died
/titanic-victim/arthur-keefe.html,American,Washington,died
/titanic-victim/ole-martin-olsen.html,American,Washington,died
/titanic-victim/francis-rice.html,American,Washington,died
/titanic-victim/margit-elizabeth-skoog.html,American,Washington,died
/titanic-victim/harald-skoog.html,American,Washington,died
/titanic-victim/mabel-skoog.html,American,Washington,died
/titanic-victim/karl-thorsten-skoog.html,American,Washington,died
/titanic-victim/telma-matilda-strom.html,American,Washington,died
/titanic-victim/austin-blyler-van-billiard.html,American,Washington,died
/titanic-victim/john-thomas-tannous.html,American,Washington,died
/titanic-victim/johan-werner-salonen.html,American,Washington,died
/titanic-victim/antti-wilhelm-sivola.html,American,Washington,died
/titanic-victim/edgar-samuel-andrew.html,Argentinian,Buenos Aires,died
/titanic-victim/arthur-mccrae.html,Australian,Canberra,died
/titanic-victim/john-hatfield-cribb.html,Australian,Canberra,died
/titanic-victim/branko-dakic.html,Austrian,Vienna,died
/titanic-victim/mito-mitkoff.html,Austrian,Vienna,died
/titanic-victim/minko-nankoff.html,Austrian,Vienna,died
/titanic-victim/christo-nenkoff.html,Austrian,Vienna,died
/titanic-victim/vasil-plotcharsky.html,Austrian,Vienna,died
/titanic-victim/alexander-radeff.html,Austrian,Vienna,died
/titanic-victim/todor-sdycoff.html,Austrian,Vienna,died
/titanic-victim/petco-slabenoff.html,Austrian,Vienna,died
/titanic-survivor/paul-chevre.html,Belgian,Brussels,survived
/titanic-survivor/bertha-mayne.html,Belgian,Brussels,survived
/titanic-survivor/mathilde-francoise-weisz.html,Belgian,Brussels,survived
/titanic-survivor/anna-de-messemaeker.html,Belgian,Brussels,survived
/titanic-survivor/guillaume-de-messemaeker.html,Belgian,Brussels,survived
/titanic-survivor/theodoor-de-mulder.html,Belgian,Brussels,survived
/titanic-victim/alfons-de-pelsmaeker.html,Belgian,Brussels,died
/titanic-victim/leon-jerome-hampe.html,Belgian,Brussels,died
/titanic-victim/rene-aime-lievens.html,Belgian,Brussels,died
/titanic-survivor/jean-scheerlinck.html,Belgian,Brussels,survived
/titanic-victim/philemon-van-melckebeke.html,Belgian,Brussels,died
/titanic-victim/emelie-maria-vanderplancke.html,Belgian,Brussels,died
/titanic-victim/nestor-cyriel-vandewalle.html,Belgian,Brussels,died
/titanic-victim/achille-waelens.html,Belgian,Brussels,died
/titanic-victim/camilius-aloysius-wittevrongel.html,Belgian,Brussels,died
/titanic-victim/cerin-balkic.html,Bosnian,Sarajevo,died
/titanic-victim/redjo-delalic.html,Bosnian,Sarajevo,died
/titanic-victim/tido-rekic.html,Bosnian,Sarajevo,died
/titanic-victim/husein-sivic.html,Bosnian,Sarajevo,died
/titanic-victim/hristo-lalev-batoshev.html,Bulgarian,Sofia,died
/titanic-victim/guentcho-bostandyeff.html,Bulgarian,Sofia,died
/titanic-victim/mityu-denkov.html,Bulgarian,Sofia,died
/titanic-victim/yoto-danoff.html,Bulgarian,Sofia,died
/titanic-victim/vulcho-dinchev.html,Bulgarian,Sofia,died
/titanic-victim/stanio-gheorgheff.html,Bulgarian,Sofia,died
/titanic-victim/ilyo-iliev.html,Bulgarian,Sofia,died
/titanic-victim/kostya-ivyanov.html,Bulgarian,Sofia,died
/titanic-victim/peju-coltcheff.html,Bulgarian,Sofia,died
/titanic-victim/satio-coleff.html,Bulgarian,Sofia,died
/titanic-victim/theodor-kraeff.html,Bulgarian,Sofia,died
/titanic-victim/stanko-lyntakoff.html,Bulgarian,Sofia,died
/titanic-victim/marin-markoff.html,Bulgarian,Sofia,died
/titanic-victim/nicola-matinoff.html,Bulgarian,Sofia,died
/titanic-victim/minko-angheloff.html,Bulgarian,Sofia,died
/titanic-victim/lazar-yonkov.html,Bulgarian,Sofia,died
/titanic-victim/stoytcho-mihoff.html,Bulgarian,Sofia,died
/titanic-victim/ivan-mineff.html,Bulgarian,Sofia,died
/titanic-victim/lazar-minkoff.html,Bulgarian,Sofia,died
/titanic-victim/penko-naidenoff.html,Bulgarian,Sofia,died
/titanic-victim/pastcho-petroff.html,Bulgarian,Sofia,died
/titanic-victim/nedialco-petroff.html,Bulgarian,Sofia,died
/titanic-victim/ivan-staneff.html,Bulgarian,Sofia,died
/titanic-victim/ilia-stoytcheff.html,Bulgarian,Sofia,died
/titanic-victim/lalio-todoroff.html,Bulgarian,Sofia,died
/titanic-victim/hristo-danchev-totevski.html,Bulgarian,Sofia,died
/titanic-victim/hudson-joshua-creighton.html,Canadian,Ottawa,died
/titanic-survivor/trevor-allison.html,Canadian,Ottawa,survived
/titanic-victim/bessie-waldo-allison.html,Canadian,Ottawa,died
/titanic-victim/loraine-allison.html,Canadian,Ottawa,died
/titanic-survivor/helene-baxter.html,Canadian,Ottawa,survived
/titanic-victim/quigg-baxter.html,Canadian,Ottawa,died
/titanic-victim/thomson-beattie.html,Canadian,Ottawa,died
/titanic-survivor/orian-davidson.html,Canadian,Ottawa,survived
/titanic-victim/thornton-davidson.html,Canadian,Ottawa,died
/titanic-survivor/vera-dick.html,Canadian,Ottawa,survived
/titanic-survivor/albert-adrian-dick.html,Canadian,Ottawa,survived
/titanic-survivor/mary-helene-douglas.html,Canadian,Ottawa,survived
/titanic-survivor/mabel-helen-fortune.html,Canadian,Ottawa,survived
/titanic-survivor/ethel-flora-fortune.html,Canadian,Ottawa,survived
/titanic-victim/mark-fortune.html,Canadian,Ottawa,died
/titanic-victim/charles-alexander-fortune.html,Canadian,Ottawa,died
/titanic-survivor/alice-elizabeth-fortune.html,Canadian,Ottawa,survived
/titanic-survivor/mary-fortune.html,Canadian,Ottawa,survived
/titanic-victim/george-edward-graham.html,Canadian,Ottawa,died
/titanic-victim/thomas-francis-mccaffry.html,Canadian,Ottawa,died
/titanic-victim/harry-molson.html,Canadian,Ottawa,died
/titanic-victim/vivian-ponsonby-payne.html,Canadian,Ottawa,died
/titanic-survivor/mary-anne-perreault.html,Canadian,Ottawa,survived
/titanic-survivor/arthur-godfrey-peuchen.html,Canadian,Ottawa,survived
/titanic-victim/john-hugo-ross.html,Canadian,Ottawa,died
/titanic-survivor/spencer-victor-silverthorne.html,Canadian,Ottawa,survived
/titanic-victim/george-wright.html,Canadian,Ottawa,died
/titanic-victim/charles-kirkland.html,Canadian,Ottawa,died
/titanic-victim/james-matthew-mccrie.html,Canadian,Ottawa,died
/titanic-victim/alfred-pain.html,Canadian,Ottawa,died
/titanic-survivor/maude-sincock.html,Canadian,Ottawa,survived
/titanic-survivor/hilda-mary-slayter.html,Canadian,Ottawa,survived
/titanic-victim/arthur-rice.html,Canadian,Ottawa,died
/titanic-victim/george-rice.html,Canadian,Ottawa,died
/titanic-victim/eric-rice.html,Canadian,Ottawa,died
/titanic-victim/ernest-portage-tomlin.html,Canadian,Ottawa,died
/titanic-victim/laurence-gavey.html,Channel Islander,Saint Peter Port,died
/titanic-survivor/bertha-ilett.html,Channel Islander,Saint Peter Port,survived
/titanic-victim/clifford-thomas-jefferys.html,Channel Islander,Saint Peter Port,died
/titanic-victim/ernest-wilfred-jefferys.html,Channel Islander,Saint Peter Port,died
/titanic-victim/clifford-richard-parker.html,Channel Islander,Saint Peter Port,died
/titanic-survivor/lillian-renouf.html,Channel Islander,Saint Peter Port,survived
/titanic-victim/peter-henry-renouf.html,Channel Islander,Saint Peter Port,died
/titanic-survivor/emily-rugg.html,Channel Islander,Saint Peter Port,survived
/titanic-survivor/joseph-pierre-duquemin.html,Channel Islander,Saint Peter Port,survived
/titanic-victim/howard-hugh-harry-williams.html,Channel Islander,Saint Peter Port,died
/titanic-survivor/rosalie-bidois.html,Channel Islander,Saint Peter Port,survived
/titanic-victim/charles-robert-bainbrigge.html,Channel Islander,Saint Peter Port,died
/titanic-victim/albert-denbuoy.html,Channel Islander,Saint Peter Port,died
/titanic-victim/peter-dan-mckane.html,Channel Islander,Saint Peter Port,died
/titanic-victim/edward-wheadon.html,Channel Islander,Saint Peter Port,died
/titanic-victim/len-lam.html,Chinese,Beijing,died
/titanic-survivor/ali-lam.html,Chinese,Beijing,survived
/titanic-survivor/fang-lang.html,Chinese,Beijing,survived
/titanic-victim/lee-ling.html,Chinese,Beijing,died
/titanic-survivor/lee-bing.html,Chinese,Beijing,survived
/titanic-survivor/chang-chip.html,Chinese,Beijing,survived
/titanic-survivor/choong-foo.html,Chinese,Beijing,survived
/titanic-survivor/ling-hee.html,Chinese,Beijing,survived
/titanic-victim/luka-cacic.html,Croatian,Zagreb,died
/titanic-victim/marija-cacic.html,Croatian,Zagreb,died
/titanic-victim/jego-grga-cacic.html,Croatian,Zagreb,died
/titanic-victim/manda-cacic.html,Croatian,Zagreb,died
/titanic-victim/petar-calic.html,Croatian,Zagreb,died
/titanic-victim/jovo-calic.html,Croatian,Zagreb,died
/titanic-victim/liudevit-cor.html,Croatian,Zagreb,died
/titanic-victim/bartol-cor.html,Croatian,Zagreb,died
/titanic-victim/ivan-cor.html,Croatian,Zagreb,died
/titanic-victim/jeso-culumovic.html,Croatian,Zagreb,died
/titanic-victim/mirko-dika.html,Croatian,Zagreb,died
/titanic-victim/jovan-dimic.html,Croatian,Zagreb,died
/titanic-victim/jozef-drazenovic.html,Croatian,Zagreb,died
/titanic-victim/ignjac-hendekovic.html,Croatian,Zagreb,died
/titanic-survivor/ivan-jalsevac.html,Croatian,Zagreb,survived
/titanic-victim/milan-karajic.html,Croatian,Zagreb,died
/titanic-survivor/nikola-lulic.html,Croatian,Zagreb,survived
/titanic-victim/johann-markun.html,Croatian,Zagreb,died
/titanic-victim/luka-oreskovic.html,Croatian,Zagreb,died
/titanic-victim/jelka-oreskovic.html,Croatian,Zagreb,died
/titanic-victim/marija-oreskovic.html,Croatian,Zagreb,died
/titanic-survivor/maria-osman.html,Croatian,Zagreb,survived
/titanic-victim/matilda-petranec.html,Croatian,Zagreb,died
/titanic-victim/ivan-strilic.html,Croatian,Zagreb,died
/titanic-victim/stefo-pavlovic.html,Croatian,Zagreb,died
/titanic-victim/mate-pokrnic.html,Croatian,Zagreb,died
/titanic-victim/tome-pokrnic.html,Croatian,Zagreb,died
/titanic-victim/mile-smiljanic.html,Croatian,Zagreb,died
/titanic-victim/ivan-stankovic.html,Croatian,Zagreb,died
/titanic-victim/stjepan-turcin.html,Croatian,Zagreb,died
/titanic-victim/wenzel-linhart.html,Czech,Prague,died
/titanic-victim/hans-kristensen-givard.html,Danish,Copenhagen,died
/titanic-victim/jacob-christian-milling.html,Danish,Copenhagen,died
/titanic-victim/martin-ponesell.html,Danish,Copenhagen,died
/titanic-survivor/carla-jensen.html,Danish,Copenhagen,survived
/titanic-victim/henrik-juul-hansen.html,Danish,Copenhagen,died
/titanic-victim/henry-damsgaard-hansen.html,Danish,Copenhagen,died
/titanic-victim/svend-lauritz-jensen.html,Danish,Copenhagen,died
/titanic-victim/niels-peder-rasmus-jensen.html,Danish,Copenhagen,died
/titanic-victim/hans-peder-jensen.html,Danish,Copenhagen,died
/titanic-victim/einar-windelov.html,Danish,Copenhagen,died
/titanic-victim/johan-george-reuchlin.html,Dutch,Amsterdam,died
/titanic-survivor/hammad-hassab.html,Egyptian,Cairo,survived
/titanic-survivor/ellen-nellie-barber.html,English,London,survived
/titanic-survivor/algernon-barkworth.html,English,London,survived
/titanic-survivor/ellen-bird.html,English,London,survived
/titanic-survivor/elizabeth-bonnell.html,English,London,survived
/titanic-victim/john-james-borebank.html,English,London,died
/titanic-survivor/elsie-edith-bowerman.html,English,London,survived
/titanic-victim/tyrell-william-cavendish.html,English,London,died
/titanic-survivor/gladys-cherry.html,English,London,survived
/titanic-survivor/edith-martha-chibnall.html,English,London,survived
/titanic-survivor/alice-cleaver.html,English,London,survived
/titanic-survivor/peter-dennis-daly.html,English,London,survived
/titanic-survivor/sarah-daniels.html,English,London,survived
/titanic-survivor/sir-cosmo-duff-gordon.html,English,London,survived
/titanic-survivor/lady-duff-gordon.html,English,London,survived
/titanic-victim/john-farthing.html,English,London,died
/titanic-survivor/laura-mabel-francatelli.html,English,London,survived
/titanic-victim/thomas-parnham-franklin.html,English,London,died
/titanic-victim/richard-fry.html,English,London,died
/titanic-victim/arthur-gee.html,English,London,died
/titanic-victim/charles-harrington.html,English,London,died
/titanic-victim/william-harrison.html,English,London,died
/titanic-survivor/walter-james-hawksford.html,English,London,survived
/titanic-victim/christopher-head.html,English,London,died
/titanic-victim/herbert-henry-hilliard.html,English,London,died
/titanic-victim/william-edward-hipkins.html,English,London,died
/titanic-survivor/j-bruce-ismay.html,English,London,survived
/titanic-victim/henry-forbes-julian.html,English,London,died
/titanic-victim/edwin-herbert-keeping.html,English,London,died
/titanic-survivor/roberta-maioni.html,English,London,survived
/titanic-victim/arthur-ernest-nicholson.html,English,London,died
/titanic-victim/william-henry-marsh-parr.html,English,London,died
/titanic-victim/austin-partner.html,English,London,died
/titanic-victim/thomas-pears.html,English,London,died
/titanic-survivor/edith-pears.html,English,London,survived
/titanic-victim/victor-robbins.html,English,London,died
/titanic-survivor/countess-of-rothes.html,English,London,survived
/titanic-victim/alfred-rowe.html,English,London,died
/titanic-victim/richard-william-smith.html,English,London,died
/titanic-victim/william-thomas-stead.html,English,London,died
/titanic-victim/frederick-sutton.html,English,London,died
/titanic-survivor/hugh-woolner.html,English,London,survived
/titanic-victim/augustus-aldworth.html,English,London,died
/titanic-victim/frank-thomas-andrew.html,English,London,died
/titanic-victim/william-angle.html,English,London,died
/titanic-survivor/florence-angle.html,English,London,survived
/titanic-victim/john-ashby.html,English,London,died
/titanic-victim/percy-andrew-bailey.html,English,London,died
/titanic-survivor/ada-ball.html,English,London,survived
