url,ticket,nat,home,job
/titanic-survivor/carla-jensen.html,350046,Danish,"Eskildstrup, Denmark",
/titanic-victim/alfrida-konstantia-brogren-andersson.html,347082,Swedish,"Kisa, Östergötland, Sweden",
/titanic-victim/sigrid-elisabeth-andersson.html,347082,Swedish,"Kisa, Östergötland, Sweden",
/titanic-victim/ida-augusta-margareta-andersson.html,347091,Swedish,"Vadsbro, Sörmland, Sweden",
/titanic-survivor/erna-andersson.html,3101281,Finnish,"Kulla gård, Finland",
/titanic-victim/sigvard-harald-elias-andersson.html,347082,Swedish,"Kisa, Östergötland, Sweden",
/titanic-victim/ingeborg-constanzia-andersson.html,347082,Swedish,"Kisa, Östergötland, Sweden",
/titanic-victim/anders-andersson.html,347082,Swedish,"Kisa, Östergötland, Sweden",General Labourer
/titanic-victim/johan-samuel-andersson.html,347075,Swedish,"Stommen, Västergötland, Sweden",Carpenter / Joiner
/titanic-victim/ellis-anna-maria-andersson.html,347082,Swedish,"Kisa, Östergötland, Sweden",
/titanic-victim/ebba-iris-alfrida-andersson.html,347082,Swedish,"Kisa, Östergötland, Sweden",
/titanic-victim/paul-edvin-andreasson.html,347466,Swedish,"Kalfsnäs, Småland, Sweden",General Labourer
/titanic-victim/josef-arnold-franchi.html,349237,Swiss,"Altdorf, Uri, Switzerland",General Labourer
/titanic-victim/josefine-arnold-franchi.html,349237,Swiss,"Altdorf, Uri, Switzerland",
/titanic-victim/ernst-axel-algot-aronsson.html,349911,Swedish,"Hörset, Småland, Sweden",General Labourer
/titanic-victim/adola-asim.html,3101310,Syrian,"Buenos Aires, Pampas, Argentina",General Labourer
/titanic-survivor/selma-augusta-emilia-asplund.html,347077,Swedish,"Alseda, Småland, Sweden",
/titanic-survivor/johan-charles-asplund.html,350054,Swedish,"Oskarshamn, Småland, Sweden",
/titanic-survivor/lillian-gertrud-asplund.html,347077,American,"Alseda, Småland, Sweden",
/titanic-victim/filip-oscar-asplund.html,347077,Swedish,"Alseda, Småland, Sweden",
/titanic-victim/carl-edgar-asplund.html,347077,"Swedish
 American","Alseda, Småland, Sweden",
/titanic-victim/carl-asplund.html,347077,"Swedish
American","Alseda, Småland, Sweden",General Labourer
/titanic-survivor/edvin-rojj-felix-asplund.html,347077,"American
 Swedish","Alseda, Småland, Sweden",
/titanic-victim/clarence-gustaf-hugo-asplund.html,347077,Swedish,"Alseda, Småland, Sweden",
/titanic-victim/ali-assam.html,3101309,Syrian,"Buenos Aires, Pampas, Argentina",General Labourer
/titanic-victim/malake-attalah.html,2627,Syrian,"Beirut, Syria",
/titanic-victim/sleiman-attala.html,2694,Syrian,"Ottawa, Ontario, Canada",Journalist
/titanic-victim/albert-augustsson.html,347468,Swedish,"Krakoryd, Småland, Sweden",General Labourer
/titanic-survivor/banoura-ayoub-daher.html,2687,Syrian,"Beirut, Syria",
/titanic-survivor/maria-mathilda-backstrom.html,3101278,Finnish,"Keitala, Finland",
/titanic-victim/karl-alfred-backstrom.html,3101278,Finnish,"Loviisa, Finland",General Labourer
/titanic-survivor/emily-badman.html,31416,English,"Clevedon, Somerset, England",Servant
/titanic-victim/mohamed-badt.html,2623,Syrian,"Tripoli, Syria",Farmer
/titanic-victim/cerin-balkic.html,349248,Bosnian,"Batic, Bosnia",General Labourer
/titanic-victim/catherine-david-barbara.html,2691,Syrian,"Kafr Mishki, Syria",Housekeeper
/titanic-victim/saiide-barbara.html,2691,Syrian,"Kafr Mishki, Syria",Housekeeper
/titanic-victim/julia-barry.html,330844,"Irish
American","Killeentierna, County Kerry, Ireland",Housekeeper
/titanic-victim/david-john-barton.html,324669,English,"Belle Vue Cottages Wicken, Cambridgeshire, England",General Labourer
/titanic-victim/hristo-lalev-batoshev.html,349217,Bulgarian,"Knezhni Lak, Bulgaria",General Labourer
/titanic-victim/raihed-razi.html,2629,Syrian,"Tibnīn, Syria",
/titanic-victim/william-thomas-beavan.html,323951,English,"95 Richmond Road Gillingham, Kent, England",General Labourer
/titanic-victim/johan-viktor-bengtsson.html,347068,Swedish,"Fridhemsberg, Halland, Sweden",General Labourer
/titanic-victim/karl-ivar-sven-berglund.html,4348,Finnish,"Tranvik, Finland",General Labourer
/titanic-survivor/lee-bing.html,1601,Hong Kongese,,Seaman
/titanic-victim/hans-martin-monsen-birkeland.html,312992,Norwegian,"Bremnes, Søndre Bergenhus, Norway",Seaman
/titanic-victim/ernst-herbert-bjorklund.html,347090,Swedish,"Stockholm, Uppland, Sweden",General Labourer
/titanic-victim/guentcho-bostandyeff.html,349224,Bulgarian,,General Labourer
/titanic-victim/boulos-hanna.html,2664,Syrian,"Hardīn, Batroun, Syria",General Labourer
/titanic-victim/mary-bourke.html,364848,Irish,"Carrowskeheen, County Mayo, Ireland",
/titanic-victim/john-bourke.html,364849,Irish,"Carrowskeheen, County Mayo, Ireland",Farmer
/titanic-victim/catherine-bourke.html,364849,Irish,"Carrowskeheen, County Mayo, Ireland",Housewife
/titanic-victim/david-john-dai-bowen.html,54636,Welsh,"Treherbert, Glamorgan, Wales",Pugilist
/titanic-survivor/bridget-bradley.html,334914,Irish,"Kingwilliamstown, County Cork, Ireland",
/titanic-victim/elin-ester-maria-braf.html,347471,Swedish,"Medeltorp, Småland, Sweden",Servant
/titanic-victim/owen-harris-braund.html,21171,English,"Bridgerule, Devon, England",Ironmonger
/titanic-victim/lewis-richard-braund.html,3460,English,"Bridgerule, Devon, England",Farm Labourer
/titanic-victim/karl-rudolf-brobeck.html,350045,Swedish,"Norrköping, Östergötland, Sweden",Decorator
/titanic-victim/william-alfred-brocklebank.html,364512,English,"Broomfield, Essex, England",Groom
/titanic-victim/katherine-buckley.html,329944,Irish,"Ovens, County Cork, Ireland",
/titanic-survivor/daniel-buckley.html,330920,Irish,"Kingwilliamstown, County Cork, Ireland",Farm Labourer
/titanic-victim/nourelain-boulos.html,2678,Syrian,,
/titanic-victim/akar-boulos.html,2678,Syrian,,
/titanic-victim/sultana-boulos.html,2678,Syrian,,
/titanic-victim/jeremiah-burke.html,365222,Irish,"Glanmire, County Cork, Ireland",Farm Labourer
/titanic-victim/mary-delia-burns.html,330963,Irish,"Kilmacowen, County Sligo, Ireland",
/titanic-victim/tannous-betros.html,2648,Syrian,"Zaghartā, Zaghartā, Syria",Shoemaker
/titanic-victim/luka-cacic.html,315089,,"Kula, Croatia",Farmer
/titanic-victim/marija-cacic.html,315084,Croatian,"Kula, Croatia",Farm Labourer
/titanic-victim/jego-grga-cacic.html,315091,Croatian,"Kula, Croatia",Farmer
/titanic-victim/manda-cacic.html,315087,Croatian,"Kula, Croatia",Farm Labourer
/titanic-victim/petar-calic.html,315086,Croatian,"Brezik, Croatia",Farm Labourer
/titanic-victim/jovo-calic.html,315093,Croatian,"Brezik, Croatia",
/titanic-victim/mary-canavan.html,364846,Irish,"Tonacrick, County Galway, Ireland",
/titanic-victim/patrick-canavan.html,364858,Irish,"Knockmaria, County Mayo, Ireland",General Labourer
/titanic-victim/ernest-cann.html,2152,English,"Penwithick, Cornwall, England",Miner
/titanic-victim/joseph-caram.html,2689,Syrian,"Ottawa, Ontario, Canada",Merchant
/titanic-victim/maria-elias-caram.html,2689,Syrian,"Kafr Mishki, Syria",Housekeeper
/titanic-victim/carl-robert-carlsson.html,350409,Sweden,"Göteborg, Västergötland, Sweden",General Labourer
/titanic-victim/august-sigfrid-carlsson.html,350042,Swedish,"Dagsås, Halland, Sweden",Farmer
/titanic-victim/jane-carr.html,368364,Irish,"Castlerock, County Sligo, Ireland",
/titanic-victim/alfred-john-carver.html,370160,English,"Southampton, Hampshire, England",Seaman
/titanic-victim/francesco-celotti.html,343275,Italian,,Stoker
/titanic-victim/david-charters.html,13032,Irish,"Balinalee, County Longford, Ireland",General Labourer
/titanic-survivor/chang-chip.html,1601,Hong Kongese,,Seaman
/titanic-victim/emil-christmann.html,343276,German,"London, England",Clerk
/titanic-victim/apostolos-chronopoulos.html,2680,Greek,,General Labourer
/titanic-victim/dimitrios-chronopoulos.html,2680,Greek,,General Labourer
/titanic-victim/domingos-fernandeo-coelho.html,3101307,Portuguese,,General Labourer
/titanic-survivor/gurshon-gus-cohen.html,3540,English,"London, England",Printer / Compositor
/titanic-victim/patrick-colbert.html,371109,Irish,"Kilconlea, County Limerick, Ireland",Railway Porter
/titanic-victim/thomas-henry-conlin.html,21332,"Irish
 American","Philadelphia, Pennsylvania, United States",General Labourer
/titanic-victim/michael-connaughton.html,335097,Irish,"Lissaquill, County Westmeath, Ireland",Bus Driver
/titanic-survivor/kate-connolly.html,370373,Irish,"Cortrasna, County Cavan, Ireland",
/titanic-victim/kate-connolly-2.html,330972,Irish,"Tipperary, County Tipperary, Ireland",
/titanic-victim/patrick-connors.html,370369,Irish,"Charleville, County Cork, Ireland",Farm Labourer
/titanic-victim/jacob-cook.html,3536,Russian,,Wood Carver
/titanic-victim/liudevit-cor.html,349231,Croatian,"Kričina, Croatia",General Labourer
/titanic-victim/bartol-cor.html,349230,Croatian,"Kričina, Croatia",General Labourer
/titanic-victim/ivan-cor.html,349229,Croatian,"Kričina, Croatia",General Labourer
/titanic-victim/harry-corn.html,SOTON/OQ 392090,Polish,"London, England",Upholsterer
/titanic-survivor/helen-corr.html,367231,Irish,"Corglass, County Longford, Ireland",
/titanic-survivor/leslie-coutts.html,37671,English,"London, England",
/titanic-survivor/winnie-coutts.html,37671,"Irish
 English","London, England",
/titanic-survivor/william-coutts.html,37671,English,"London, England",
/titanic-victim/daniel-coxon.html,364500,English,"London, England",Dealer
/titanic-victim/ernest-james-crease.html,3464,American,"Bristol, England",Tinsmith
/titanic-victim/john-hatfield-cribb.html,371362,Australian,"Bournemouth, Hampshire, England",Butler
/titanic-survivor/laura-may-cribb.html,371362,American,"Parkstone, Dorset, England",Shop Assistant
/titanic-victim/jeso-culumovic.html,315090,Croatian,"Lipova Glavica, Croatia",
/titanic-victim/tannous-daher.html,2686,Syrian,,
/titanic-survivor/charles-edward-dahl.html,7598,Norwegian,,Carpenter / Joiner
/titanic-victim/gerda-ulrika-dahlberg.html,7552,Swedish,"Nörrlot Västerhaninge, Sweden",
/titanic-victim/branko-dakic.html,349228,Austrian,,General Labourer
/titanic-survivor/eugene-patrick-daly.html,382651,Irish,"Athlone, County Westmeath, Ireland",Farm Labourer
/titanic-survivor/maggie-daly.html,382650,Irish,"Athlone, County Westmeath, Ireland",Seamstress
/titanic-victim/anna-sigrid-maria-danbom.html,347080,"Swedish
American","Göteborg, Västergötland, Sweden",
/titanic-victim/gilbert-sigvard-emanuel-danbom.html,347080,Swedish,"Göteborg, Västergötland, Sweden",
/titanic-victim/ernst-gilbert-danbom.html,347080,American,"Göteborg, Västergötland, Sweden",General Labourer
/titanic-victim/joseph-davies.html,48873,English,"West Bromwich, West Midlands, England",Ironworker
/titanic-victim/alfred-davies.html,48871,English,"West Bromwich, West Midlands, England",Caster
/titanic-victim/john-davies.html,48871,English,"West Bromwich, West Midlands, England",Ironworker
/titanic-victim/evan-davies.html,23568,Welsh,"Pontardawe, Glamorgan, Wales",Miner
/titanic-survivor/mary-davison.html,386525,English,"Liverpool, Merseyside, England",
/titanic-victim/thomas-henry-davison.html,386525,English,"Liverpool, Merseyside, England",Blacksmith
/titanic-survivor/anna-de-messemaeker.html,345572,Belgian,"Tampico, Montana, United States",
/titanic-survivor/guillaume-de-messemaeker.html,345572,Belgian,"Tampico, Montana, United States",
/titanic-survivor/theodoor-de-mulder.html,345774,Belgian,"Aspelare, Oost-Vlaanderen, Belgium",
/titanic-victim/alfons-de-pelsmaeker.html,345778,Belgian,"Heldergem, Oost-Vlaanderen, Belgium",Farm Labourer
/titanic-survivor/bertram-vere-dean.html,2315,English,"Bartley Farm, Hampshire, England",
/titanic-victim/bertram-frank-dean.html,2315,English,"Bartley Farm, Hampshire, England",Farmer
/titanic-survivor/millvina-dean.html,2315,English,"Bartley Farm, Hampshire, England",
/titanic-survivor/eva-georgetta-dean.html,2315,English,"Bartley Farm, Hampshire, England",
/titanic-victim/redjo-delalic.html,349250,Bosnian,"Batic, Bosnia",General Labourer
/titanic-victim/mityu-denkov.html,349225,Bulgarian,,General Labourer
/titanic-victim/samuel-dennis.html,21172,English,"Week St. Mary, Cornwall, England",Farmer
/titanic-victim/william-dennis.html,21175,English,"Week St. Mary, Cornwall, England",Farmer
/titanic-victim/yoto-danoff.html,349219,Bulgarian,,General Labourer
/titanic-survivor/margaret-devaney.html,330958,Irish,"Kilmacowen, County Sligo, Ireland",
/titanic-victim/dibo-elias.html,2674,Syrian,,General Labourer
/titanic-victim/mirko-dika.html,349232,Croatian,"Podgorica, Montenegro",
/titanic-victim/jovan-dimic.html,315088,Croatian,"Ostrovica, Croatia",
/titanic-victim/vulcho-dinchev.html,349226,Bulgarian,,
/titanic-victim/william-john-dougherty.html,330877,Irish,"Cork, County Cork, Ireland",
/titanic-victim/bridget-donohoe.html,364856,Irish,"An Com, County Mayo, Ireland",
/titanic-victim/patrick-dooley.html,370376,Irish,"Patrickswell, County Limerick, Ireland",General Labourer
/titanic-survivor/edward-arthur-dorking.html,10482,English,"Liss, Hampshire, England",Groom
/titanic-survivor/elizabeth-dowdell.html,364516,American,"Union Hill, New Jersey, United States",Housekeeper
/titanic-victim/elizabeth-doyle.html,368702,Irish,"Bree, County Wexford, Ireland",
/titanic-victim/jozef-drazenovic.html,349241,Croatian,"Hrastelnica, Croatia",General Labourer
/titanic-survivor/bridget-driscoll.html,14311,Irish,"Ballydehob, County Cork, Ireland",
/titanic-survivor/jennie-dropkin.html,392083,Russian,"London, England",Box Maker
/titanic-survivor/joseph-pierre-duquemin.html,752,Channel Islander,"St. Sampson's, Guernsey, Channel Islands",Mason
/titanic-victim/frank-dwan.html,336439,Irish,"Bunmahon, County Waterford, Ireland",Fisherman
/titanic-victim/adolf-fredrik-dyker.html,347072,"Swedish
 American","New Haven, Connecticut, United States",General Labourer
/titanic-survivor/anna-elisabeth-judith-dyker.html,347072,American,"New Haven, Connecticut, United States",Singer
/titanic-victim/gustaf-hjalmar-edvardsson.html,349912,Swedish,"Tofta Ljungby, Sweden",General Labourer
/titanic-victim/hans-linus-eklund.html,347074,Swedish,"Kårberg, Örebro, Sweden",General Labourer
/titanic-victim/johan-ekstrom.html,347061,Swedish,"Göteborg, Västergötland, Sweden",General Labourer
/titanic-victim/joseph-elias.html,2690,Syrian,"Kafr Mishki, Syria",General Labourer
/titanic-victim/elias-joseph-shahin.html,2675,Syrian,"Kafr Mishki, Syria",
/titanic-victim/tannous-elias-nasrallah.html,2695,Syrian,"Kafr Mishki, Syria",General Labourer
/titanic-victim/william-james-elsbury.html,3902,English,"Taunton, Somerset, England",Farmer
/titanic-survivor/virginia-ethel-emanuel.html,364516,American,"New York City, New York, United States",
/titanic-victim/manuel-goncalves-estanislau.html,3101306,"Madeiran
 Portuguese",,General Labourer
/titanic-victim/thomas-james-everett.html,6212,English,"Bristol, England",Crane Operator
/titanic-victim/charles-franklin.html,3101314,English,"Wellingborough, Northamptonshire, England",Carpenter / Joiner
/titanic-victim/jim-farrell.html,367232,Irish,"Cloonee, County Longford, Ireland",Farm Labourer
/titanic-survivor/luigi-finoli.html,3101308,Italian,,
/titanic-victim/eberhard-fischer.html,350036,Swedish,"Björkeberga, Skåne, Sweden",
/titanic-victim/honora-fleming.html,364859,Irish,"Carrowskeheen, County Mayo, Ireland",
/titanic-victim/john-flynn.html,368323,Irish,"Clonbur, County Galway, Ireland",Farm Labourer
/titanic-victim/james-flynn.html,364851,Irish,"Cuilkillew, County Mayo, Ireland",General Labourer
/titanic-victim/william-foley.html,365235,Irish,"Commeenaplaw, County Cork, Ireland",Farm Labourer
/titanic-victim/joseph-foley.html,330910,Irish,"Mountplummer, County Limerick, Ireland",Farm Labourer
/titanic-survivor/choong-foo.html,1601,Hong Kongese,,Seaman
/titanic-victim/dollina-margaret-ford.html,6608,English,"Rotherfield, Sussex, England",Servant
/titanic-victim/robina-maggie-ford.html,6608,English,"Rotherfield, Sussex, England",
/titanic-victim/edward-watson-ford.html,6608,English,"Rotherfield, Sussex, England",Blacksmith
/titanic-victim/margaret-ann-watson-ford.html,6608,Scottish,"Rotherfield, Sussex, England",Farmer
/titanic-victim/neal-thomas-ford.html,6608,English,"Rotherfield, Sussex, England",Messenger
/titanic-victim/arthur-ford.html,1478,English,"Bridgwater, Somerset, England",Carpenter / Joiner
/titanic-victim/patrick-fox.html,368573,Irish,"Killaroo, County Westmeath, Ireland",General Labourer
/titanic-victim/martin-gallagher.html,36864,Irish,"Caltra, County Galway, Ireland",Farm Labourer
/titanic-victim/john-garfirth.html,358585,English,"Wollaston, Northamptonshire, England",Shoemaker
/titanic-victim/stanio-gheorgheff.html,349254,Bulgarian,"Dobravitsa, Bulgaria",General Labourer
/titanic-victim/eliezer-gilinski.html,14973,Lithuanian,"Abercynon, Glamorgan, Wales",Locksmith
/titanic-survivor/katie-gilnagh.html,35851,Irish,"Esker, County Longford, Ireland",
/titanic-survivor/mary-agatha-glynn.html,335677,Irish,"Killaloe, Ireland",Maid
/titanic-victim/frank-goldsmith.html,363291,English,"Strood, Kent, England",Turner
/titanic-survivor/frankie-goldsmith.html,363291,English,"Strood, Kent, England",
/titanic-victim/nathan-goldsmith.html,3101263,"Russian
 American",,Shoemaker
/titanic-survivor/emily-goldsmith.html,363291,English,"Strood, Kent, England",
/titanic-victim/frederick-joseph-goodwin.html,2144,English,"Melksham, Wiltshire, England",Engineer
/titanic-victim/sidney-leslie-goodwin.html,2144,English,"Melksham, Wiltshire, England",
/titanic-victim/jessie-allis-goodwin.html,2144,English,"Melksham, Wiltshire, England",
/titanic-victim/charles-edward-goodwin.html,2144,English,"Melksham, Wiltshire, England",Scholar
/titanic-victim/augusta-goodwin.html,2144,English,"Melksham, Wiltshire, England",
/titanic-victim/harold-victor-goodwin.html,2144,English,"Melksham, Wiltshire, England",
/titanic-victim/william-frederick-goodwin.html,2144,English,"Melksham, Wiltshire, England",
/titanic-victim/lillian-amy-goodwin.html,2144,English,"Melksham, Wiltshire, England",Servant
/titanic-victim/george-green-passenger.html,21440,English,"1 Lyons Cottages Dorking, Surrey, England",Farrier
/titanic-victim/daniel-danielsen-gronnestad.html,8471,"Norwegian
 American","Bokn, Norway",General Labourer
/titanic-victim/robert-stephen-guest.html,376563,English,"London, England",General Labourer
/titanic-victim/alfred-ossian-gustafsson.html,7534,Finnish,"Karlby, Turku and Pori, Finland",General Labourer
/titanic-victim/johan-birger-gustafsson.html,3101277,Finnish,"Ruotsinphyhtää, Finland",
/titanic-victim/karl-gideon-gustafsson.html,347069,Swedish,"Myren Synnerby, Västergötland, Sweden",General Labourer
/titanic-victim/anders-vilhelm-gustafsson.html,3101276,Finnish,"Ruotsinphyhtää, Finland",General Labourer
/titanic-victim/aloisia-haas.html,349236,Swiss,"Altdorf, Uri, Switzerland",General Labourer
/titanic-victim/ingvald-olai-olsen-hagland.html,65303,"Norwegian
 American","Skåre, Norway",Fisherman
/titanic-victim/konrad-hagland.html,65304,Norwegian,"Skåre, Norway",General Labourer
/titanic-victim/pekka-pietari-hakkarainen.html,3101279,Finnish,"Helsinki, Finland",General Labourer
/titanic-survivor/elin-matilda-hakkarainen.html,3101279,Finnish,"Helsinki, Finland",
/titanic-victim/leon-jerome-hampe.html,345769,Belgian,"Westrozebeke, Belgium",Painter & Decorator
/titanic-survivor/borak-hannah.html,2663,Syrian,"Hardīn, Batroun, Syria",
/titanic-victim/mansour-hanna.html,2693,Syrian,"Kafr Mishki, Syria",
/titanic-victim/henrik-juul-hansen.html,350025,Danish,"Holeby, Denmark",Farmer
/titanic-survivor/jennie-louise-hansen.html,350026,American,"Racine, Wisconsin, United States",
/titanic-victim/henry-damsgaard-hansen.html,350029,Danish,"Copenhagen, Denmark",Manufacturer
/titanic-victim/claus-peter-hansen.html,350026,"Danish
American","Racine, Wisconsin, United States",Barber
/titanic-victim/kate-hargadon.html,30631,Irish,"Ballisodare, County Sligo, Ireland",Cook
/titanic-victim/alice-phoebe-harknett.html,6609,English,"Thornton Heath, London, England",Domestic Kitchen Servant
/titanic-victim/henry-hart.html,394140,Irish,"Killorglin, Ireland",General Labourer
/titanic-survivor/hanora-nora-healy.html,370375,Irish,"Greethill, County Galway, Ireland",Farmer
/titanic-survivor/oskar-arvid-hedman.html,347089,"Swedish
American","Ragunda, Sweden",Settler Recruiter
/titanic-survivor/ling-hee.html,1601,Hong Kongese,"Hong Kong, Hong Kong",Seaman
/titanic-victim/hanora-nora-hegarty.html,365226,Irish,"Whitechurch, County Cork, Ireland",
/titanic-survivor/laina-heikkinen.html,3101282,Finnish,"Jyväskylä, Finland",
/titanic-victim/wendla-maria-heininen.html,3101290,Finnish,"Åbo (Turku), Finland",Servant
/titanic-survivor/hilda-maria-hellstrom.html,7548,Swedish,"Stora Tuna, Sweden",
/titanic-victim/ignjac-hendekovic.html,349243,Croatian,,General Labourer
/titanic-victim/jenny-lovisa-henriksson.html,347086,Swedish,"Stockholm, Uppland, Sweden",Servant
/titanic-victim/bridget-delia-henry.html,382649,Irish,"Cloonown, County Roscommon, Ireland",
/titanic-survivor/hildur-hirvonen.html,3101298,Finnish,"Taalintelidas, Finland",
/titanic-survivor/helga-hirvonen.html,3101298,Finnish,"Taalintelidas, Finland",
/titanic-victim/john-fredrik-alexander-holm.html,7075,Swedish,"Karlshamn, Sweden",Seaman
/titanic-victim/johan-martin-holthen.html,4001,Norwegian,"Bergen, Hordaland, Norway",Seaman
/titanic-survivor/eliina-honkanen.html,3101283,Finnish,"Saarijärvi, Finland",
/titanic-victim/john-nee-landers-horgan.html,370377,Irish,,General Labourer
/titanic-survivor/may-elizabeth-howard.html,39186,English,"North Walsham, Norfolk, England",Laundry Worker
/titanic-victim/adolf-mathias-nicolai-olsen-humblen.html,348121,Norwegian,"Borgund, Norway",Farmer
/titanic-survivor/abraham-hyman.html,3470,"Russian
 English","Manchester, England",Framer
/titanic-victim/houssein-abilmona.html,2699,Syrian,,
/titanic-survivor/mary-sophie-abrahim.html,2657,Syrian,"Ayn 'Arab, Syria",
/titanic-victim/yousseff-ibrahim-shawah.html,2627,Syrian,"Beirut, Syria",
/titanic-victim/ilyo-iliev.html,349220,Bulgarian,,General Labourer
/titanic-victim/ida-livija-ilmakangas.html,3101270,Finnish,"New York City, New York, United States",Servant
/titanic-victim/pieta-sofia-ilmakangas.html,3101271,Finnish,"Paavola, Finland",Servant
/titanic-victim/kostya-ivyanov.html,349201,Bulgarian,"Malka Ribnya, Bulgaria",General Labourer
/titanic-victim/thamine-jabbur-zabour.html,2665,Syrian,,Housekeeper
/titanic-victim/hileni-jabbur-zabour.html,2665,Syrian,,Housekeeper
/titanic-victim/lena-jakobsen-solvang.html,65305,Norwegian,"Skåre, Norway",
/titanic-survivor/ivan-jalsevac.html,349240,Croatian,"Topolovac, Croatia",
/titanic-survivor/carl-olof-jansson.html,350034,Swedish,"Orebro, Sweden",
/titanic-victim/jose-neto-jardim.html,3101305,"Madeiran
 Portuguese",,General Labourer
/titanic-victim/svend-lauritz-jensen.html,350047,Danish,"Eskildstrup, Denmark",Farmer
/titanic-victim/niels-peder-rasmus-jensen.html,350048,Danish,"Portland, Oregon, United States",Farmer
/titanic-victim/hans-peder-jensen.html,350050,Danish,"Eskildstrup, Denmark",
/titanic-survivor/annie-jane-jermyn.html,14313,Irish,"Ballydehob, County Cork, Ireland",
/titanic-survivor/bernt-johannes-johannesen.html,65306,Norwegian,"Haugesund, Norway",
/titanic-victim/jakob-alfred-johanson.html,3101264,Finnish,"Munsala, Vaasa, Finland",General Labourer
/titanic-victim/gustaf-joel-johansson.html,7540,Swedish,"Bockebo, Småland, Sweden",
/titanic-victim/nils-johansson.html,347467,Swedish,"Chicago, Illinois, United States",General Labourer
/titanic-survivor/oscar-wilhelm-Johansson.html,347079,Swedish,"Lunna, Halland, Sweden",Seaman
/titanic-victim/karl-johan-johansson.html,347063,Swedish,"Duluth, Minnesota, United States",
/titanic-victim/erik-johansson.html,350052,Swedish,"Frostensmåla, Småland, Sweden",General Labourer
/titanic-victim/william-cahoone-johnson.html,370160,American,"Hawthorne, New Jersey, United States",Seaman
/titanic-survivor/harold-theodor-johnson.html,347742,"Swedish
American","St. Charles, Illinois, United States",
/titanic-victim/malkolm-joackim-johnson.html,347062,"Swedish
 American","Minneapolis, Minnesota, United States",General Labourer
/titanic-victim/alfred-johnson.html,370160,American,"Millwood, England",Seaman
/titanic-survivor/eleanor-ileen-johnson.html,347742,"Swedish
American","St. Charles, Illinois, United States",
/titanic-survivor/aliina-vilhelmina-johnson.html,347742,Finnish,"St. Charles, Illinois, United States",
/titanic-victim/william-andrew-johnston.html,6607,English,"Thornton Heath, London, England",
/titanic-victim/andrew-emslie-johnston.html,6607,Scottish,"Thornton Heath, London, England",Plumber
/titanic-victim/catherine-nellie-johnston.html,6607,English,"Thornton Heath, London, England",
/titanic-victim/eliza-johnston.html,6607,Scottish,"Thornton Heath, London, England",
/titanic-survivor/carl-jonsson.html,350417,Swedish,"Malmö, Skåne, Sweden",General Labourer
/titanic-victim/nils-hilding-jonsson.html,350408,Swedish,"Tågarp No. 6 Falkenberg, Halland, Sweden",General Labourer
/titanic-survivor/eiriik-jussila.html,3101286,Finnish,"Helsinki, Finland",
/titanic-victim/katriina-jussila.html,4136,Finnish,"Paavola, Finland",Servant
/titanic-victim/mari-aina-jussila.html,4137,Finnish,"Paavola, Finland",Servant
/titanic-victim/nikolai-erland-kallio.html,3101274,Finnish,"Kauhajoki, Vaasa, Finland",General Labourer
/titanic-victim/johannes-kalvik.html,8475,Norwegian,"Etnesjoen, Hordaland Fylke, Norway",General Labourer
/titanic-victim/milan-karajic.html,349246,Croatian,"Vagovina, Čazme, Croatia",General Labourer
/titanic-survivor/einar-gervasius-karlsson.html,350053,Swedish,"Oskarshamn, Småland, Sweden",Military
/titanic-victim/julius-konrad-eugen-karlsson.html,347465,Swedish,"Göteborg, Västergötland, Sweden",Engineer
/titanic-victim/nils-august-karlsson.html,350060,Swedish,"Orebro, Sweden",Farmer
/titanic-survivor/franz-karun.html,349256,"Slovenian
 Austrian","Galesburg, Illinois, United States",Hotelier
/titanic-survivor/manca-karun.html,349256,"Slovenian
 Austrian","Milje, Slovenia",
/titanic-victim/vasilios-katavelos.html,2682,Greek,"Áyios Sóstis, Greece",Farmer
/titanic-victim/andrew-andy-keane.html,12460,Irish,"Athenry, County Galway, Ireland",Farm Labourer
/titanic-survivor/anna-katherine-kelly.html,9234,Irish,"Cuilmullagh, County Mayo, Ireland",
/titanic-victim/james-kelly.html,363592,Scottish,"London, England",Painter & Decorator
/titanic-survivor/mary-kelly.html,14312,Irish,"Castlepollard, County Westmeath, Ireland",
/titanic-victim/james-kelly-2.html,330911,Irish,"Leixlip, County Kildare, Ireland",Farm Labourer
/titanic-survivor/john-kennedy.html,368783,Irish,"Limerick, County Limerick, Ireland",Farm Labourer
/titanic-victim/betros-khalil.html,2660,Syrian,"Hardīn, Batroun, Syria",Farm Labourer
/titanic-victim/zahie-maria-khalil.html,2660,Syrian,"Hardīn, Batroun, Syria",Farm Labourer
/titanic-victim/khalil-saad.html,2672,Syrian,"Tibnīn, Syria",Farm Labourer
/titanic-victim/john-kiernan.html,367227,Irish,"Jersey City, New Jersey, United States",General Labourer
/titanic-victim/philip-kiernan.html,367229,Irish,"Aughnacliffe, County Longford, Ireland",General Labourer
/titanic-victim/thomas-kilgannon.html,36865,Irish,"Caltra, County Galway, Ireland",Farm Labourer
/titanic-survivor/anton-kink.html,315153,"Austrian
 Swiss","Zurich, Switzerland",
/titanic-victim/vincenz-kink.html,315151,"Austrian
 Swiss","Zurich, Switzerland",Magazineer
/titanic-victim/maria-kink.html,315152,"Austrian
 Swiss","Zurich, Switzerland",
