url,ticket,nat,home,job
/titanic-victim/george-dunton-widener.html,113503,American,"Philadelphia, Pennsylvania, United States",Banker
/titanic-survivor/eleanor-widener.html,113503,American,"Philadelphia, Pennsylvania, United States",
/titanic-victim/harry-elkins-widener.html,113503,American,"Philadelphia, Pennsylvania, United States",Bibliophile
/titanic-survivor/constance-willard.html,113795,American,"Duluth, Minnesota, United States",
/titanic-survivor/richard-norris-williams.html,17597,"Swiss
 American","Geneva, Switzerland",Sportsman
/titanic-victim/fletcher-lambert-williams.html,113510,American,"London, England",Businessman
/titanic-victim/charles-duane-williams.html,17597,American,"Geneva, Switzerland",Lawyer
/titanic-survivor/helen-wilson.html,16966,Irish,,Personal Maid       to Mrs Margaretta Corning Spedden
/titanic-survivor/hugh-woolner.html,19947,English,"London, England",Businessman
/titanic-victim/george-wright.html,113807,Canadian,"Halifax, Nova Scotia, Canada",Businessman
/titanic-survivor/marie-grice-young.html,17760,American,"New York City, New York, United States",
/titanic-survivor/helen-ragnhild-ostby.html,113509,American,"Providence, Rhode Island, United States",
/titanic-victim/engelhart-cornelius-ostby.html,113509,Norwegian,"Providence, Rhode Island, United States",Jeweller
/titanic-victim/samuel-abelson.html,3381,Russian,"Paris, France",
/titanic-survivor/abelson.html,3381,Russian,"Paris, France",
/titanic-victim/augustus-aldworth.html,248744,English,"Bryn Mawr, Pennsylvania, United States",Chauffeur       to Mr William Ernest Carter
/titanic-victim/edgar-samuel-andrew.html,231945,"English
 Argentinian","San Ambrosio, Córdoba, Argentina",
/titanic-victim/frank-thomas-andrew.html,34050,English,"Redruth, Cornwall, England",Miner
/titanic-victim/william-angle.html,226875,English,"Warwick, Warwickshire, England",Tile Maker
/titanic-survivor/florence-angle.html,226875,English,"Warwick, Warwickshire, England",
/titanic-victim/john-ashby.html,244346,English,"West Hoboken, New Jersey, United States",
/titanic-victim/percy-andrew-bailey.html,29108,English,"Penzance, Cornwall, England",Butcher's Assistant
/titanic-victim/charles-robert-bainbrigge.html,31030,Channel Islander,"Guernsey, Guernsey, Channel Islands",Horse Trainer
/titanic-survivor/ada-ball.html,28551,English,"Bristol, England",
/titanic-victim/solomon-bowenur.html,211535,Lithuanian,,Merchant
/titanic-victim/frederick-james-banfield.html,34068,English,"Plymouth, Devon, England",Miner
/titanic-victim/robert-james-bateman.html,1166,English,"Jacksonville, Florida, United States",Priest / Minister
/titanic-survivor/ethel-beane.html,2908,English,"Norwich, Norfolk, England",
/titanic-survivor/edward-beane.html,2908,English,"New York City, New York, United States",
/titanic-victim/henry-james-beauchamp.html,244358,English,"London, England",Club Head Steward
/titanic-survivor/richard-becker.html,230136,American,"Guntur, Andhra Pradesh, India",
/titanic-survivor/nellie-becker.html,230136,American,"Guntur, Andhra Pradesh, India",
/titanic-survivor/ruth-elizabeth-becker.html,230136,American,"Guntur, Andhra Pradesh, India",
/titanic-survivor/marion-louise-becker.html,230136,American,"Guntur, Andhra Pradesh, India",
/titanic-survivor/lawrence-beesley.html,248698,English,"London, England",Teacher
/titanic-survivor/lillian-bentham.html,28404,American,"11 Kay Terrace Rochester, New York, United States",
/titanic-victim/william-john-berriman.html,28425,English,"St. Ives, Cornwall, England",
/titanic-victim/william-hull-botsford.html,237670,American,"Orange, New Jersey, United States",
/titanic-victim/james-bracken.html,220367,American,"Lake Arthur, United States",Stockman
/titanic-victim/theodore-ronald-brailey.html,250654,English,"London, England",Musician
/titanic-victim/roger-bricoux.html,250654,French,"Lille, Nord, France",Musician
/titanic-victim/jose-joaquim-de-brito.html,244360,Portuguese,,
/titanic-survivor/mildred-brown.html,248733,English,"152 Abbey Road London, England",Cook (Personal)
/titanic-survivor/elizabeth-catherine-brown.html,29750,South African,"Cape Town, South Africa",
/titanic-survivor/edith-haisman.html,29750,"South African
 English","Cape Town, South Africa",Scholar
/titanic-victim/thomas-william-solomon-brown.html,29750,South African,"Cape Town, South Africa",Hotelier
/titanic-victim/kurt-arnold-gottfrid-bryhl.html,236853,Swedish,"Skara, Västergötland, Sweden",
/titanic-survivor/dagmar-bryhl.html,236853,Swedish,"Skara, Västergötland, Sweden",
/titanic-survivor/kate-buss.html,27849,English,"Sittingbourne, Kent, England",
/titanic-victim/reginald-fenton-butler.html,234686,English,"Southsea, Hampshire, England",Mechanical Engineer
/titanic-victim/fr-byles.html,244310,English,"London, England",Priest / Minister
/titanic-survivor/karolina-bystrom.html,236852,Swedish,"New York City, New York, United States",
/titanic-survivor/albert-caldwell.html,248738,American,"Bangkok, Siam",
/titanic-survivor/sylvia-caldwell.html,248738,American,"Roseville, Illinois, United States",
/titanic-survivor/alden-gates-caldwell.html,248738,"American
 Siamese","Bangkok, Siam",
/titanic-survivor/clear-cameron.html,13528,English,"London, England",Personal Maid
/titanic-victim/william-campbell.html,239853,Irish,"Belfast, Ireland",Carpenter / Joiner
/titanic-victim/william-carbines.html,28424,English,"St. Ives, Cornwall, England",Miner
/titanic-victim/ernest-courtenay-carter.html,244252,English,"London, England",Priest / Minister
/titanic-victim/lilian-carter.html,244252,English,"London, England",
/titanic-victim/sara-elizabeth-chapman.html,29037,English,"Liskeard, Cornwall, England",
/titanic-victim/charles-henry-chapman.html,248731,South African,"Bronx, New York, United States",
/titanic-victim/john-henry-chapman.html,29037,English,"Liskeard, Cornwall, England",Farmer
/titanic-survivor/rachel-julie-cohen-christy.html,237789,English,"London, England",
/titanic-survivor/alice-frances-christy.html,237789,English,"London, England",
/titanic-victim/john-frederick-preston-clarke.html,250654,English,"Liverpool, Merseyside, England",Musician
/titanic-victim/charles-valentine-clarke.html,2003,English,"Colaba, Grange Lane Netley Abbey, Hampshire, England",Dairy Worker
/titanic-survivor/ada-maria-clarke.html,2003,English,"Netley Abbey, Hampshire, England",
/titanic-victim/reginald-charles-coleridge.html,14263,English,"London, England",Advertising Consultant
/titanic-victim/erik-gustaf-collander.html,248740,Finnish,"Helsinki, Finland",
/titanic-survivor/sidney-clarence-stuart-collett.html,28034,English,"London, England",
/titanic-survivor/charlotte-annie-collyer.html,31921,English,"Basingstoke, Hampshire, England",
/titanic-survivor/marjorie-collyer.html,31921,English,"Basingstoke, Hampshire, England",
/titanic-victim/harvey-collyer.html,31921,English,"Basingstoke, Hampshire, England",Grocer
/titanic-survivor/selena-cook.html,14266,English,"Oxford, Oxfordshire, England",
/titanic-victim/irene-corbett.html,237249,American,"Provo, Utah, United States",Musician
/titanic-victim/mary-phyllis-elizabeth-corey.html,13534,American,,Teacher
/titanic-victim/harry-cotterill.html,29107,English,"26 Adelaide Street Penzance, Cornwall, England",Carpenter / Joiner
/titanic-victim/alfred-fleming-cunningham.html,239853,Irish,"96 Spamount StreetBelfast, Ireland",Fitter
/titanic-survivor/elizabeth-agnes-mary-davies.html,33112,English,"St. Ives, Cornwall, England",
/titanic-victim/charles-henry-davies.html,14879,English,"Lyndhurst, Hampshire, England",
/titanic-survivor/john-morgan-davies.html,33112,English,"St. Ives, Cornwall, England",
/titanic-survivor/mary-davis.html,237668,English,"London, England",
/titanic-victim/percy-deacon.html,14879,English,"Lyndhurst, Hampshire, England",Baker
/titanic-victim/sebastiano-del-carlo.html,2167,Italian,"Montecarlo, Toscana, Italy",
/titanic-survivor/argene-del-carlo.html,2167,Italian,"Montecarlo, Toscana, Italy",
/titanic-victim/albert-denbuoy.html,31029,Channel Islander,"Guernsey, Guernsey, Channel Islands",Fruit Farmer
/titanic-victim/william-dibden.html,14879,English,"Lyndhurst, Hampshire, England",General Labourer
/titanic-survivor/elsie-doling.html,231919,English,"Southampton, Hampshire, England",
/titanic-survivor/ada-doling.html,231919,English,"Southampton, Hampshire, England",
/titanic-victim/william-joseph-douton.html,28403,English,"Vale, Guernsey, Channel Islands",Quarryman
/titanic-survivor/marshall-brines-drew.html,28220,American,"Greenport, New York, United States",
/titanic-victim/james-vivian-drew.html,28220,English,"Greenport, New York, United States",
/titanic-survivor/lulu-thorne-drew.html,28220,American,"Greenport, New York, United States",
/titanic-survivor/florentina-duran-y-more.html,2148,Spanish,"Barcelona, Spain",
/titanic-survivor/asuncion-duran-y-more.html,2149,Spanish,"Barcelona, Spain",
/titanic-victim/george-floyd-eitemiller.html,29751,American,"London, England",
/titanic-victim/ingvar-enander.html,236854,Swedish,"Göteborg, Västergötland, Sweden",
/titanic-victim/arne-joma-fahlstrom.html,236171,Norwegian,"Slemdal, Norway",
/titanic-victim/harry-faunthorpe.html,2926,English,"Liverpool, Merseyside, England",
/titanic-victim/joseph-charles-fillbrook.html,15185,English,"Truro, Cornwall, England",Painter & Decorator
/titanic-victim/stanley-hubert-fox.html,229236,American,"38 Gregory St Rochester, New York, United States",Businessman
/titanic-victim/anthony-wood-frost.html,239854,English,"Belfast, Ireland",Fitter
/titanic-victim/annie-clemmer-funk.html,237671,American,"Janjgir, India",Missionary
/titanic-victim/joseph-fynney.html,239865,English,"Liverpool, Merseyside, England",Rubber Merchant
/titanic-victim/harry-gale.html,28664,English,"Harrowbarrow, Cornwall, England",Miner
/titanic-victim/shadrach-gale.html,28664,English,"Harrowbarrow, Cornwall, England",Miner
/titanic-survivor/ethel-garside.html,243880,English,,
/titanic-victim/alfred-gaskell.html,239865,English,"Liverpool, Merseyside, England",Cooper
/titanic-victim/laurence-gavey.html,31028,Channel Islander,"Guernsey, Guernsey, Channel Islands",
/titanic-victim/william-gilbert.html,30769,English,"Carleen, Cornwall, England",
/titanic-victim/edgar-giles.html,28133,English,"Porthleven, Cornwall, England",Cab Driver
/titanic-victim/ralph-giles.html,248726,English,"London, England",
/titanic-victim/frederick-edward-giles.html,28134,English,"Porthleven, Cornwall, England",Bus Driver
/titanic-victim/john-william-gill.html,233866,English,"Clevedon, Somerset, England",Chauffeur
/titanic-victim/william-henry-gillespie.html,12233,Irish,"'Coffee Palace' Abbeyleix, Queen's County, Ireland",Clerk
/titanic-victim/hans-kristensen-givard.html,250646,Danish,"Buenos Aires, Pampas, Argentina",
/titanic-victim/samuel-greenberg.html,250647,Russian,"Johannesburg, South Africa",
/titanic-victim/reginald-hale.html,250653,English,"Auburn, New York, United States",Gardener
/titanic-survivor/viljo-hamalainen.html,250649,American,"Detroit, Michigan, United States",
/titanic-survivor/anna-hamalainen.html,250649,Finnish,"Kiihtelysvaara, Kuopio, Finland",
/titanic-victim/william-harbeck.html,248746,American,"Toledo, Ohio, United States",Cinematographer
/titanic-victim/john-harper.html,248727,Scottish,"3 Claude Villas, Denmark Hill London, England",Priest / Minister
/titanic-survivor/nina-harper.html,248727,Scottish,"London, England",
/titanic-survivor/george-harris.html,752,English,"London, England",
/titanic-victim/walter-harris.html,14208,English,"London, England",
/titanic-survivor/esther-hart.html,13529,English,"Ilford, Essex, England",
/titanic-survivor/eva-hart.html,13529,English,"Ilford, Essex, England",
/titanic-victim/benjamin-hart.html,13529,English,"Ilford, Essex, England",Builder
/titanic-victim/wallace-hartley.html,250654,English,"Dewsbury, Yorkshire, England",Musician
/titanic-survivor/alice-herman.html,220845,English,,
/titanic-victim/samuel-herman.html,220845,English,"Yeovil, Somerset, England",Farmer
/titanic-survivor/kate-herman.html,220845,English,,
/titanic-survivor/jane-herman.html,220845,"English
 Indian",,
/titanic-survivor/mary-dunbar-hewlett.html,248706,English,"Lucknow, India",
/titanic-victim/lewis-hickman.html,14879,English,"Fritham, Hampshire, England",
/titanic-victim/stanley-hickman.html,14879,English,"Fritham, Hampshire, England",
/titanic-victim/leonard-hickman.html,14879,English,"Fritham, Hampshire, England",
/titanic-victim/marta-hiltunen.html,250650,Finnish,"Utra, Finland",
/titanic-survivor/ellen-hocking.html,29105,English,"Penzance, Cornwall, England",
/titanic-victim/richard-hocking.html,29104,English,"Penzance, Cornwall, England",Baker
/titanic-victim/samuel-hocking.html,242963,English,"Devonport, Devon, England",Painter & Decorator
/titanic-survivor/elizabeth-hocking.html,29105,English,"Penzance, Cornwall, England",
/titanic-victim/henry-price-hodges.html,250643,English,"Southampton, Hampshire, England",Musical Instrument Vendor
/titanic-victim/stephen-hold.html,26707,English,"Porthoustock, Cornwall, England",Clerk
/titanic-survivor/annie-margaret-hold.html,26707,English,"Porthoustock, Cornwall, England",
/titanic-victim/ambrose-hood.html,14879,English,"Fritham, Hampshire, England",
/titanic-survivor/masabumi-hosono.html,237798,Japanese,"Tokyo, Japan",Civil Servant
/titanic-victim/benjamin-howard.html,24065,English,"Swindon, Wiltshire, England",Retired
/titanic-victim/ellen-truelove-howard.html,24065,English,"Swindon, Wiltshire, England",
/titanic-victim/jock-hume.html,250654,Scottish,,Musician
/titanic-victim/george-henry-hunt.html,1585,English,"Ashstead, Surrey, England",Gardener
/titanic-survivor/bertha-ilett.html,14885,Channel Islander,"Jersey, Jersey, Channel Islands",
/titanic-victim/sidney-samuel-jacobsohn.html,243847,South African,"London, England",Lawyer
/titanic-survivor/amy-jacobsohn.html,243847,English,"London, England",
/titanic-victim/denzil-john-jarvis.html,237565,Welsh,"The Crest, London Rd. Stoneygate, Leicestershire, England",Engineer
/titanic-victim/clifford-thomas-jefferys.html,31029,Channel Islander,"Guernsey, Guernsey, Channel Islands",Granite Cutter
/titanic-victim/ernest-wilfred-jefferys.html,31029,Channel Islander,"Guernsey, Guernsey, Channel Islands",Granite Cutter
/titanic-victim/stephen-curnow-jenkin.html,33111,English,"St. Ives, Cornwall, England",Miner
/titanic-survivor/marie-marthe-jerwan.html,541,Swiss,"New York City, New York, United States",
/titanic-victim/sinai-kantor.html,244367,Russian,"Vitebsk, Russia",
/titanic-survivor/miriam-kantor.html,244367,Russian,"Vitebsk, Russia",
/titanic-victim/claire-karnes.html,13534,American,"Pittsburgh, Pennsylvania, United States",
/titanic-survivor/nora-keane.html,226593,Irish,"Harrisburg, Pennsylvania, United States",
/titanic-victim/daniel-keane.html,233734,Irish,"Dublin, Ireland",
/titanic-survivor/fannie-kelly.html,223596,English,"31/32 Bedford Place, London, England",
/titanic-victim/charles-kirkland.html,219533,Canadian,"Glasgow, Scotland",Priest / Minister
/titanic-victim/robert-knight.html,239855,Irish,"Belfast, Ireland",Fitter
/titanic-victim/georges-krins.html,250654,French,"London, England",Musician
/titanic-victim/johan-henrik-johannesson-kvillner.html,18723,Swedish,"Trollhättan, Sweden",Mechanical Engineer
/titanic-victim/anna-amelia-lahtinen.html,250651,American,"Minneapolis, Minnesota, United States",
/titanic-victim/william-lahtinen.html,250651,Finnish,"Minneapolis, Minnesota, United States",Priest / Minister
/titanic-victim/john-joseph-lamb.html,240261,Irish,"Glencree, County Wicklow, Ireland",Jeweller
/titanic-survivor/louise-laroche.html,2123,"French
 Haitian","Paris, France",
/titanic-victim/joseph-laroche.html,2123,Haitian,"Paris, France",Engineer
/titanic-survivor/simonne-laroche.html,2123,"French
 Haitian","Paris, France",
/titanic-survivor/juliette-laroche.html,2123,French,"Paris, France",
/titanic-survivor/bertha-lehmann.html,1748,Swiss,"Lotzwil, Switzerland",
/titanic-survivor/jessie-leitch.html,248727,Scottish,"3, Claud Villa, Denmark Hill London, England",
/titanic-survivor/amelia-lemore.html,34260,English,"Chicago, Illinois, United States",
/titanic-victim/rene-jacques-levy.html,2163,French,"Montréal, Québéc, Canada",Chemist
/titanic-victim/robert-leyson.html,29566,English,"London, England",Solicitor
/titanic-victim/john-lingane.html,235509,Irish,"Chelsea, Michigan, United States",Gentleman
/titanic-survivor/alice-adelaide-louch.html,3085,English,"Edelweis, Clevedon RoadWeston-super-mare, Somerset, England",
/titanic-victim/charles-louch.html,3085,English,"Edelweis, Clevedon RoadWeston-super-mare, Somerset, England",Saddler
/titanic-victim/mary-mack.html,S,English,"Bitterne Park Southampton, Hampshire, England",
/titanic-victim/jean-noel-malachard.html,237735,French,"Paris, France",
/titanic-survivor/antonine-marie-mallet.html,2079,French,"Paris, France",
/titanic-survivor/andre-clement-mallet.html,2079,"French
Canadian","Paris, France",
/titanic-victim/albert-mallet.html,2079,"French
 Canadian","Paris, France",Merchant
/titanic-victim/emilio-mangiavacchi.html,32861,Italian,"New York City, New York, United States",Clerk
/titanic-victim/william-john-matthews.html,28228,English,"St. Austell, Cornwall, England",China Clay Worker
/titanic-victim/frank-maybery.html,239059,English,"Weston-super-mare, Somerset, England",Property Developer / Real Estate
/titanic-victim/arthur-mccrae.html,237216,Australian,"Sydney, New South Wales, Australia",Engineer
/titanic-victim/james-matthew-mccrie.html,233478,Canadian,"Sarnia, Ontario, Canada",Oil Worker
/titanic-victim/peter-dan-mckane.html,28403,Channel Islander,"Guernsey, Guernsey, Channel Islands",Quarryman
/titanic-survivor/madeleine-violet-mellinger.html,250644,English,"Wimbledon, London, England",
/titanic-survivor/elizabeth-anne-mellinger.html,250644,English,"Wimbledon, London, England",Servant
/titanic-survivor/william-mellors.html,SW/PP 751,English,"9 Christchurch Terrace, Chelsea London, England",Salesman
/titanic-victim/august-meyer.html,248723,"German
 English","Harrow-on-the-Hill, Middlesex, England",Baker
/titanic-victim/jacob-christian-milling.html,234360,Danish,"Odense, Denmark",Machine Inspector
/titanic-victim/henry-michael-mitchell.html,24580,English,"St. Peter Port, Guernsey, Channel Islands",Retired
/titanic-victim/juozas-montvila.html,211536,Lithuanian,"London, England",Priest / Minister
/titanic-victim/ernest-moraweck.html,29011,American,"Frankfort, United States",Doctor
/titanic-victim/henry-samuel-morley.html,250655,English,"Birmingham, England",Confectioner
/titanic-victim/thomas-cupper-mudd.html,S,English,"The Street Huntingfield, Suffolk, England",
/titanic-victim/thomas-francis-myles.html,240276,Irish,"Fermoy, County Cork, Ireland",Gentleman
/titanic-victim/nicholas-nasser.html,237736,Syrian,"Cleveland, Ohio, United States",
/titanic-survivor/adele-nasser.html,237736,Syrian,"Zahlé, Syria",
/titanic-survivor/michel-marcel-navratil.html,230080,French,"Nice, France",
/titanic-victim/michel-navratil.html,230080,"Slovakian
 French","Nice, France",
/titanic-survivor/edmond-roger-navratil.html,230080,French,"Nice, France",
/titanic-victim/israel-nesson.html,244368,Russian,"London, England",Electrician
/titanic-victim/joseph-charles-nicholls.html,33112,English,"St. Ives, Cornwall, England",Miner
/titanic-victim/robert-douglas-norman.html,218629,Scottish,"Glasgow, Scotland",Electrical Engineer
/titanic-survivor/elizabeth-nye.html,29395,English,"East Orange, New Jersey, United States",
/titanic-victim/richard-otter.html,28213,English,"Middleburg Heights, United States",Stone Cutter
/titanic-survivor/percy-thomas-oxenham.html,14260,English,"London, England",Mason
/titanic-survivor/julian-padron-manent.html,2146,Spanish,"Barcelona, Spain",Chauffeur
/titanic-victim/alfred-pain.html,244278,Canadian,"Hamilton, Ontario, Canada",Doctor
/titanic-survivor/emilio-pallas-y-castello.html,2147,"Spanish
 American","Barcelona, Spain",
/titanic-victim/clifford-richard-parker.html,14888,Channel Islander,"Guernsey, Guernsey, Channel Islands",Clerk
/titanic-victim/frank-parkes.html,239853,Irish,"25 Agincourt AvenueBelfast, Ireland",Plumber
/titanic-survivor/lutie-davis-parrish.html,230433,American,"Versailles, Kentucky, United States",
/titanic-victim/frederick-pengelly.html,28665,English,"Gunnislake, Cornwall, England",Miner
/titanic-victim/rene-pernot.html,2131,French,"Paris, France",Chauffeur
/titanic-victim/josef-peruschitz.html,237393,German,"Scheyern, Bavaria, Germany",Priest / Minister
/titanic-survivor/alice-phillips.html,2,English,"Ilfracombe, Devon, England",
/titanic-survivor/kate-phillips.html,250655,English,"Birmingham, England",
/titanic-victim/escott-phillips.html,2,Welsh,"Ilfracombe, Devon, England",
/titanic-survivor/rosa-pinsky.html,234604,"Polish
American",,
/titanic-victim/martin-ponesell.html,250647,Danish,"Southampton, Hampshire, England",
/titanic-survivor/emilio-portaluppi.html,34644,"Italian
American","Milford, New Hampshire, United States",
/titanic-victim/franz-pulbaum.html,2168,"German
 American","New York City, New York, United States",
/titanic-survivor/winifred-vera-quick.html,26360,"English
 American",,
/titanic-survivor/phyllis-may-quick.html,26360,"English
 American",,
/titanic-survivor/jane-quick.html,26360,"English
 American",,
/titanic-victim/david-reeves.html,17248,English,"Slinfold, Sussex, England",Carpenter / Joiner
/titanic-survivor/lillian-renouf.html,31027,Channel Islander,"Elizabeth, New Jersey, United States",
/titanic-victim/peter-henry-renouf.html,31027,Channel Islander,"Elizabeth, New Jersey, United States",Carpenter / Joiner
/titanic-survivor/encarnacion-reynaldo.html,230434,Spanish,"Marbella, Spain",
/titanic-victim/emile-phillippe-richard.html,2133,French,,
/titanic-survivor/sibley-george-richards.html,29106,English,"Penzance, Cornwall, England",
/titanic-survivor/emily-richards.html,29106,English,"Penzance, Cornwall, England",
/titanic-survivor/william-rowe-richards.html,29106,English,"Penzance, Cornwall, England",
/titanic-survivor/lucy-ridsdale.html,14258,English,"London, England",
/titanic-victim/reginald-harry-rogers.html,28004,English,"Tavistock, Devon, England",
/titanic-survivor/emily-rugg.html,31026,Channel Islander,"Guernsey, Guernsey, Channel Islands",
/titanic-victim/august-schmidt.html,248659,"Austrian
 English","11 Berwick Street London, England",
/titanic-victim/charles-sedgwick.html,244361,English,"Liverpool, Merseyside, England",
/titanic-victim/percival-sharp.html,244358,English,"London, England",
/titanic-survivor/imanita-parrish-shelley.html,230433,American,"Deer Lodge, Montana, United States",
/titanic-survivor/lyyli-karoliina-silven.html,250652,Finnish,"Tornio, Finland",
/titanic-survivor/maude-sincock.html,33112,Canadian,"St. Ives, Cornwall, England",
/titanic-survivor/anna-sinkkonen.html,250648,Finnish,"Brighton, Massachusetts, United States",
/titanic-victim/ernst-adolf-sjostedt.html,237442,Swedish,"Hjo, Västergötland, Sweden",
/titanic-survivor/hilda-mary-slayter.html,234818,Canadian,"Halifax, Nova Scotia, Canada",
/titanic-victim/richard-james-slemen.html,28206,English,"Landrake, Cornwall, England",Journeyman carpenter
/titanic-survivor/marion-smith.html,31418,English,"Basingstoke, Hampshire, England",
/titanic-victim/samuel-james-hayden-sobey.html,29178,English,"Porthallow, Cornwall, England",Quarryman
/titanic-victim/samuel-ward-stanton.html,237734,American,"506 West 172nd Street New York City, New York, United States",Artist
/titanic-victim/philip-joseph-stokes.html,13540,English,"91 Hawstead Road London, England",Bricklayer
/titanic-victim/george-swane.html,248734,English,"London, England",Chauffeur       to Mr Hudson Joshua Creighton Allison
/titanic-victim/george-frederick-sweet.html,220845,English,"Yeovil, Somerset, England",Farm Labourer
/titanic-victim/percy-cornelius-taylor.html,250654,English,"London, England",Musician
/titanic-survivor/ellen-mary-toomey.html,13531,Irish,"119 Bates Street Indianapolis, Indiana, United States",Servant
/titanic-victim/moses-aaron-troupiansky.html,233639,Russian,"London, England",Shop Assistant
/titanic-survivor/jessie-trout.html,240929,Scottish,"Columbus, Ohio, United States",
/titanic-survivor/edwina-troutt.html,34218,English,"Bath, England",
/titanic-victim/dorothy-ann-turpin.html,11668,English,"Plymouth, Devon, England",Housewife
/titanic-victim/william-turpin.html,11668,English,"Plymouth, Devon, England",Carpenter / Joiner
/titanic-victim/james-veal.html,28221,English,"Barre, Vermont, United States",
/titanic-survivor/nellie-wallcroft.html,13528,English,"Maidenhead, Berkshire, England",Cook
/titanic-victim/william-jeffery-ware.html,28666,English,"Gunnislake, Cornwall, England",
/titanic-victim/john-james-ware.html,31352,English,"Bristol, England",Carpenter / Joiner
/titanic-survivor/florence-louise-ware.html,31352,English,"Bristol, England",
/titanic-victim/ennis-hastings-watson.html,239856,Irish,"Belfast, Ireland",Apprentice Electrician
/titanic-survivor/bertha-watt.html,33595,Scottish,"Aberdeen, Aberdeenshire, Scotland",
/titanic-survivor/bessie-watt.html,33595,Scottish,"Aberdeen, Aberdeenshire, Scotland",
/titanic-survivor/susan-webber.html,27267,English,"Bude, Cornwall, England",
/titanic-victim/leopold-weisz.html,228414,Hungarian,"Bromsgrove, Worcestershire, England",Stonemason and Carver
/titanic-survivor/mathilde-francoise-weisz.html,228414,Belgian,"Bromsgrove, Worcestershire, England",
/titanic-survivor/addie-dart-wells.html,29103,English,"Heamoor, Cornwall, England",
/titanic-survivor/joan-wells.html,29103,English,"Heamoor, Cornwall, England",
/titanic-survivor/ralph-lester-wells.html,29103,English,"Heamoor, Cornwall, England",
/titanic-survivor/constance-mirium-west.html,34651,English,"Bournemouth, Hampshire, England",
/titanic-victim/edwy-arthur-west.html,34651,English,"Truro, Cornwall, England",
/titanic-survivor/barbara-joyce-west.html,34651,English,"Bournemouth, Hampshire, England",
/titanic-survivor/ada-mary-west.html,34651,English,"Bournemouth, Hampshire, England",
/titanic-victim/edward-wheadon.html,24579,Channel Islander,"Granada House St. Peter Port, Guernsey, Channel Islands",Farmer
/titanic-victim/edwin-charles-fred-wheeler.html,2159,English,"Bath, England",Servant
/titanic-survivor/charles-wilhelms.html,244270,English,"London, England",Factory Foreman
/titanic-survivor/elizabeth-anne-wilkinson.html,2926,English,"Manchester, England",
/titanic-survivor/charles-eugene-williams.html,244373,English,"Harrow, Middlesex, England",Sportsman
/titanic-victim/john-wesley-woodward.html,250654,English,"Oxford, Oxfordshire, England",Musician
/titanic-survivor/marion-wright.html,220844,English,"Yeovil, Somerset, England",
/titanic-victim/henriette-yvois.html,248747,French,"Paris, France",
/titanic-victim/anthony-abbing.html,5547,American,"Cincinnati, Ohio, United States",Blacksmith
/titanic-victim/eugene-joseph-abbott.html,CA2673,American,"East Providence, Rhode Island, United States",Scholar
/titanic-survivor/rhoda-mary-rosa-abbott.html,CA2673,English,"East Providence, Rhode Island, United States",
/titanic-victim/rossmore-edward-abbott.html,CA2673,"English
 American","East Providence, Rhode Island, United States",Jeweller
/titanic-survivor/olaus-jorgensen-abelseth.html,348122,Norwegian,"Perkins County, South Dakota, United States",Farmer
/titanic-survivor/karen-marie-abelseth.html,348125,Norwegian,"Sondmore, Norway",
/titanic-victim/gerios-yousseff-abi-saab.html,2685,Syrian,"Hardīn, Batroun, Syria",Shoemaker
/titanic-survivor/shawneene-george-joseph.html,2688,Syrian,"Youngstown, Ohio, United States",
/titanic-victim/daher-shedid.html,2698,Syrian,,
/titanic-survivor/nassef-cassem-albimona.html,2699,Syrian,"Shānay, Syria",
/titanic-survivor/august-abrahamsson.html,3101284,Finnish,"Dalsbruk, Turku and Pori, Finland",
/titanic-victim/mauritz-adahl.html,7076,Swedish,"Asarum, Småland, Sweden",Carpenter / Joiner
/titanic-victim/john-adams.html,341826,English,"Bournemouth, Hampshire, England",
/titanic-victim/johanna-persdotter-ahlin.html,7546,Swedish,"Göteborg, Västergötland, Sweden",
/titanic-victim/ahmed-ali.html,3101311,Syrian,"Buenos Aires, Pampas, Argentina",General Labourer
/titanic-victim/iisakki-aijo-nirva.html,3101272,Finnish,"Kauhajoki, Vaasa, Finland",General Labourer
/titanic-survivor/leah-aks.html,392091,Polish,"London, England",
/titanic-survivor/frank-philip-aks.html,392091,English,"London, England",
/titanic-survivor/helene-baclini.html,2666,Syrian,"Dhour El Choueir, Syria",
/titanic-survivor/marie-baclini.html,2666,Syrian,"Dhour El Choueir, Syria",
/titanic-survivor/eugenie-baclini.html,2666,Syrian,"Dhour El Choueir, Syria",
/titanic-survivor/latifa-baclini.html,2666,Syrian,"Dhour El Choueir, Syria",
/titanic-victim/fared-kassem-houssein.html,2700,Syrian,,Farmer
/titanic-survivor/fahim-philip-zenni-leeni.html,2620,"Syrian
American","Tula, Syria",General Labourer
/titanic-victim/william-alexander.html,3474,English,"Great Yarmouth, Norfolk, England",General Labourer
/titanic-victim/ilmari-rudolf-alhomaki.html,3101287,Finnish,"Salo, Turku and Pori, Finland",General Labourer
/titanic-victim/william-ali.html,3101312,Syrian,"Buenos Aires, Pampas, Argentina",General Labourer
/titanic-victim/william-henry-allen.html,373450,English,"Birmingham, England",Tool Maker
/titanic-victim/owen-george-allum.html,2223,English,"22 Oswald Road, SouthallLondon, England",Gardener
/titanic-victim/albert-karvin-andersen.html,4001,Norwegian,"Toldodalmenningen 3Bergen, Hordaland, Norway",Engineer
